PO Date,Brand Name,Material Family,Bill Qty
5/6/2024,APPROVED VENDOR,Bathroom Hardware,4
5/6/2024,KLEIN TOOLS,Screwdrivers and Nut Drivers,1
5/6/2024,GRAINGER,Trash Bags,-3
5/6/2024,APPROVED VENDOR,Access Barriers and Crowd Control,30
5/6/2024,GRAINGER,Wire Management,2
5/6/2024,GE,"Caulks, Sealants, and Fillers",12
5/6/2024,HERCULES,Greases,3
5/6/2024,SLOAN,"Toilets, Urinals and Repair Parts",3
5/6/2024,GF PIPING SYSTEMS,Pipe and Tubing,5
5/6/2024,RUST-OLEUM,Spray Paints and Primers,13
5/6/2024,GRAINGER,Air Filters,0
5/6/2024,GRAINGER,Air Filters,0
5/6/2024,GRAINGER,Air Filters,0
5/6/2024,GRAINGER,Air Filters,82
5/6/2024,DAYTON,Power Transmission Belts,12
5/6/2024,SCOTCH-BRITE,Sanding Discs and Kits,1
5/7/2024,PYROIL,Automotive Chemicals,2
5/8/2024,BOSCH,Drilling Accessories,10
5/8/2024,GE LAMPS,Lamps,0
5/8/2024,BELL,Electrical Boxes,0
5/8/2024,HOSPECO,Trash Bags,-13
5/8/2024,STANLEY,"Knives, Hand Saws and Cutting Tools",1
5/8/2024,MONOPRICE,Computer Supplies and Media,1
5/8/2024,GRAINGER,Air Filters,60
5/8/2024,GRAINGER,Air Filters,2
5/8/2024,GRAINGER,Air Filters,192
5/9/2024,DIVERSITECH,A/C Refrigeration and Accessories,2
5/9/2024,AUTOTEX,Automotive Exterior,1
5/9/2024,PHILIPS,Lamps,100
5/9/2024,ADVANCE,Ballasts and Drivers,39
5/9/2024,TOUGH GUY,"Wet Mops, Squeegees, and Buckets",1
5/9/2024,IOTA ENGINEERING,Emergency Lighting and Exit Signs,2
5/10/2024,SQUARE D,Distribution,2
5/10/2024,BOSCH,Power Saws and Accessories,1
5/10/2024,MILWAUKEE,"Sockets, Bits, and Socket Drive Tools",1
5/13/2024,KELE,Sourcing or SSI,6
5/13/2024,WHITE-RODGERS,HVAC Controls and Thermostats,3
5/13/2024,ADVANCE,Ballasts and Drivers,46
5/13/2024,MOBIL,Oils,1
5/13/2024,APPROVED VENDOR,Pipe Fittings and Couplings,24
5/13/2024,SHOWA,Gloves and Hand Protection,2
5/13/2024,HUBBELL,Plugs and Receptacles,3
5/13/2024,DRAW N TIE,Trash Bags,2
5/13/2024,DEWALT,"Combination Kits, Batteries and Chargers",1
5/13/2024,PHILIPS,Lamps,0
5/13/2024,GRAINGER,Air Filters,63
5/13/2024,RUST-OLEUM,"Specialty Paints, Coatings, and Additives",2
5/13/2024,MILWAUKEE,Drain Cleaning Equipment,1
5/13/2024,KLEIN TOOLS,Benders,1
5/14/2024,BESSEY,Clamps,6
5/14/2024,EREM,Inspection and Retrieving Tools,1
5/14/2024,RPI,Laboratory Chemicals,1
5/15/2024,B-LINE BY EATON,Electrical Boxes,2
5/15/2024,RACO,Conduit Fittings,30
5/15/2024,GRAINGER,Air Filters,-2
5/15/2024,YORK,HVAC Controls and Thermostats,1
5/15/2024,MILWAUKEE,Measuring and Layout Tools,1
5/16/2024,GRAINGER,Trash Bags,11
5/16/2024,GRAINGER,Wire Management,5
5/16/2024,CONDOR,Workwear,25
5/17/2024,ADVANCE,Ballasts and Drivers,-1
5/17/2024,B/A PRODUCTS CO.,Chain and Chain Accessories,2
5/17/2024,DIAMOND CRYSTAL,Water Treatment,28
5/17/2024,FLUKE,Electrical Power Testing,1
5/17/2024,WELD-ON,Threadlockers and Gasket Sealants,8
5/20/2024,SKF,Bearings,2
5/20/2024,KLEIN TOOLS,Pliers,1
5/20/2024,SPECTRUM,Laboratory Chemicals,1
5/20/2024,BELL,Electrical Boxes,9
5/20/2024,APPROVED VENDOR,Garden Hoses and Sprinkler Systems,3
5/20/2024,KLEIN TOOLS,Screwdrivers and Nut Drivers,1
5/20/2024,APPROVED VENDOR,Washers,2
5/20/2024,DAP,"Caulks, Sealants, and Fillers",30
5/20/2024,GRAINGER,Air Filters,152
5/20/2024,APPROVED VENDOR,Casters and Wheels,1
5/21/2024,MACROMATIC,Relays,1
5/22/2024,TIDE,Cleaning Chemicals,1
5/22/2024,NIBCO,Tube Fittings,4
5/22/2024,GRAINGER,Air Filters,0
5/22/2024,GRAINGER,Air Filters,24
5/23/2024,TOUGH GUY,Replacement Parts,100
5/23/2024,TRITAN,Bearings,4
5/24/2024,QUARTET,Boards and Easels,1
5/24/2024,GE LAMPS,Lamps,9
5/24/2024,APPROVED VENDOR,Dispensing Guns,20
5/24/2024,PHILIPS,Lamps,98
5/28/2024,KELE,Sourcing or SSI,5
5/28/2024,ELKAY,Filtration,1
5/28/2024,INTERMATIC,Switches,5
5/28/2024,TITEBOND,Adhesives and Glues,2
5/28/2024,CHEMGLASS,"Lab Ovens, Heating and Refrigeration",1
5/28/2024,KLEIN TOOLS,Tool Storage,1
5/28/2024,DAP,"Caulks, Sealants, and Fillers",1
5/28/2024,GORILLA,Adhesives and Glues,2
5/28/2024,ENERGIZER,Batteries,2
5/28/2024,APPROVED VENDOR,Anchors,2
5/28/2024,LENOX,Power Saws and Accessories,4
5/28/2024,SQUARE D,Distribution,1
5/28/2024,BELL & GOSSETT,Pump Accessories,1
5/28/2024,DURACELL PROCELL,Batteries,4
5/28/2024,ARMSTRONG,Ceiling Tiles and Accessories,3
5/28/2024,DAYTON,Power Transmission Belts,12
5/28/2024,DEWALT,Cut-Off and Grinding Wheels,16
5/28/2024,PIP,Gloves and Hand Protection,4
5/28/2024,DEWALT,Fastening Tools and Accessories,2
5/28/2024,ITW BUILDEX,Anchors,7
5/28/2024,PHILIPS,Lamps,97
5/29/2024,DAYTON,Power Transmission Belts,6
5/29/2024,DYSON,Air Treatment,1
5/30/2024,GRAINGER,Trash Bags,11
5/30/2024,BUSSMANN,Fuses,8
5/31/2024,DIAMOND CRYSTAL,Water Treatment,27
5/31/2024,MADRAX,Bicycles and Scooters,1
5/31/2024,GRAINGER,Air Filters,-7
5/31/2024,TAYLOR,Nonelectrical Properties Testing,1
5/31/2024,GRAINGER,Air Filters,68
5/31/2024,MILWAUKEE,Measuring and Layout Tools,1
6/3/2024,ANTI-SEIZE TECHNOLOGY,Threadlockers and Gasket Sealants,5
6/3/2024,XLERATOR,Restroom Equipment,20
6/3/2024,DAYTON,Power Transmission Belts,16
6/3/2024,DURACELL PROCELL,Batteries,1
6/3/2024,CONDOR,Rainwear,6
6/3/2024,STREAMLINE,Pipe and Tubing,5
6/4/2024,MAKITA,Power Saws and Accessories,1
6/4/2024,DURHAM MFG,Cabinets,3
6/4/2024,SLOAN,"Toilets, Urinals and Repair Parts",3
6/4/2024,GRAINGER,Air Filters,89
6/5/2024,DURHAM MFG,Workbenches and Accessories,3
6/5/2024,WESTWARD,Pliers,8
6/5/2024,GRAINGER,Trash Bags,-2
6/5/2024,GRAINGER,Air Filters,0
6/5/2024,GRAINGER,Air Filters,0
6/5/2024,GRAINGER,Air Filters,0
6/5/2024,GRAINGER,Air Filters,-12
6/5/2024,PURDY,"Brushes, Rollers, and Trays",3
6/5/2024,TRIPP LITE,Extension Cords and Outlet Strips,2
6/6/2024,US WEIGHT,Access Barriers and Crowd Control,125
6/6/2024,GRAINGER,Air Filters,118
6/6/2024,DYNALON,Labware,1
6/7/2024,HOSPECO,Trash Bags,-13
6/7/2024,LUXOR,Office Furniture,1
6/10/2024,WESTWARD,Milling,1
6/10/2024,WESTWARD,Screwdrivers and Nut Drivers,1
6/10/2024,APPROVED VENDOR,Anchors,8
6/10/2024,HARVEY,"Toilets, Urinals and Repair Parts",1
6/10/2024,PHILIPS,Lamps,0
6/10/2024,3M,Respiratory,3
6/10/2024,GRAINGER,Air Filters,180
6/10/2024,RIDGID,Drain Cleaning Equipment,1
6/10/2024,GE LAMPS,Lamps,21
6/11/2024,DYNALON,Labware,3
6/11/2024,BUSSMANN,Fuses,8
6/11/2024,DAYBRITE,Indoor Fixtures,2
6/12/2024,APPROVED VENDOR,Pipe Fittings and Couplings,12
6/12/2024,DAYTON,Power Transmission Belts,3
6/13/2024,GRAINGER,Trash Bags,11
6/14/2024,DIAMOND CRYSTAL,Water Treatment,27
6/14/2024,MILWAUKEE,Flashlights,1
6/14/2024,GRAINGER,Air Filters,-2
6/17/2024,ICPDAS-USA.COM (ENERGYLOGIC),Sourcing or SSI,2
6/17/2024,APPROVED VENDOR,Pipe and Tubing,4
6/17/2024,ADVANCE,Ballasts and Drivers,-1
6/17/2024,PYROIL,Automotive Chemicals,1
6/17/2024,OATEY,Adhesives and Glues,5
6/17/2024,NU-CALGON,Appliances,2
6/17/2024,APPROVED VENDOR,Pipe and Tubing,4
6/17/2024,DUNLOP,Footwear,2
6/17/2024,GE LAMPS,Lamps,0
6/17/2024,"PACIFIC HANDY CUTTER, INC",Drywall and Plastering Tools,50
6/17/2024,IRWIN,Pliers,1
6/17/2024,KLEIN TOOLS,Benders,1
6/17/2024,MILWAUKEE,Power Saws and Accessories,2
6/18/2024,WESTWARD,"Knives, Hand Saws and Cutting Tools",1
6/18/2024,MILWAUKEE,Drilling and Holemaking,1
6/18/2024,GEORGIA-PACIFIC,Paper Products and Dispensers,3
6/20/2024,TOMCAT,Insect and Pest Control,25
6/20/2024,APPROVED VENDOR,Pipe Fittings and Couplings,23
6/20/2024,APPROVED VENDOR,HVAC Controls and Thermostats,6
6/20/2024,DURACELL,Batteries,1
6/20/2024,DAYTON,Power Transmission Belts,6
6/20/2024,DAYTON,Power Transmission Belts,8
6/20/2024,DEWALT,Cut-Off and Grinding Wheels,6
6/20/2024,APPROVED VENDOR,Lockers,3
6/20/2024,R & R TEXTILE,"Bed, Bath and Table Linens",2
6/20/2024,ARMSTRONG,Ceiling Tiles and Accessories,8
6/20/2024,RITE IN THE RAIN,Office Paper and Notebooks,1
6/21/2024,APPROVED VENDOR,Pipe and Tubing,2
6/21/2024,SHOWA,Gloves and Hand Protection,7
6/21/2024,BEMIS,"Toilets, Urinals and Repair Parts",9
6/21/2024,CAMPBELL,Chain and Chain Accessories,2
6/21/2024,GRAINGER,Air Filters,0
6/24/2024,WESTWARD,"Shovels, Tampers, and Digging Tools",2
6/24/2024,FLUIDMASTER,"Toilets, Urinals and Repair Parts",15
6/24/2024,APPROVED VENDOR,"Toilets, Urinals and Repair Parts",50
6/24/2024,OATEY,Threadlockers and Gasket Sealants,7
6/24/2024,MARS,Ventilation Equipment and Supplies,1
6/24/2024,WESTWARD,Deburring Tools - Carbide Burs and Sets,1
6/24/2024,WERNER,"Ladders, Platforms and Scaffolding",3
6/24/2024,DAYTON,Power Transmission Belts,6
6/24/2024,ARMSTRONG,Ceiling Tiles and Accessories,3
6/24/2024,SLOAN,"Toilets, Urinals and Repair Parts",13
6/24/2024,PIP,Gloves and Hand Protection,14
6/24/2024,APPROVED VENDOR,Wire Connectors,3
6/25/2024,APPROVED VENDOR,Threading,1
6/25/2024,APPROVED VENDOR,Lab Consumables,1
6/25/2024,MEDSOURCE,Medical Diagnostics and Monitoring Equipment,1
6/25/2024,DYNALON,Labware,1
6/25/2024,APPROVED VENDOR,Bathtubs and Showers,10
6/25/2024,SPECTRACIDE,Insect and Pest Control,12
6/26/2024,ADVANCE,Ballasts and Drivers,11
6/27/2024,ELKAY,Filtration,0
6/27/2024,GRAINGER,"Brooms, Brushes and Dust Pans",24
6/27/2024,STANLEY,"Knives, Hand Saws and Cutting Tools",20
6/27/2024,GRAINGER,Trash Bags,10
6/27/2024,HUBBELL,Plugs and Receptacles,3
6/27/2024,CONDOR,Gloves and Hand Protection,3
6/27/2024,ANVIL,Pipe and Tubing,4
6/27/2024,GE LAMPS,Lamps,9
6/27/2024,TENNSCO,Shelving and Storage Racks,12
6/27/2024,BRYANT,Switches,10
6/27/2024,LENOX,Power Saws and Accessories,2
6/27/2024,POWER SENTRY,Emergency Lighting and Exit Signs,-1
6/27/2024,GRAINGER,Air Filters,24
6/27/2024,GE LAMPS,Lamps,20
6/28/2024,AEGIS,Bearings,1
6/28/2024,WESTWARD,Wrenches,0
6/28/2024,SPEEDAIRE,Pneumatic Hose Fittings and Couplings,1
6/28/2024,CONDOR,Spill Control Supplies,6
6/28/2024,DIAMOND CRYSTAL,Water Treatment,28
6/28/2024,RACO,Conduit Fittings,1
6/28/2024,DEWALT,Pressure Washers and Accessories,1
7/1/2024,NORTON,Sanding Belts and Kits,8
7/1/2024,OATEY,Adhesives and Glues,1
7/1/2024,KISSLER,Gas and Water Line Connectors,13
7/1/2024,TRITAN,Bearings,12
7/1/2024,MILWAUKEE,Power Saws and Accessories,1
7/1/2024,GE LAMPS,Lamps,45
7/1/2024,ZURN,Shut-Off Valves,20
7/1/2024,BOSCH,Power Saws and Accessories,2
7/1/2024,GRAINGER,Air Filters,-8
7/1/2024,BRYANT,Switches,12
7/1/2024,IRWIN,Drilling and Holemaking,1
7/1/2024,IN-SINK-ERATOR,Garbage Disposals and Accessories,5
7/1/2024,DAYTON,Power Transmission Belts,7
7/2/2024,APPROVED VENDOR,Pipe Fittings and Couplings,20
7/2/2024,APPROVED VENDOR,Office Furniture,1
7/3/2024,APPROVED VENDOR,Lockers,3
7/5/2024,BESSEY,Clamps,8
7/5/2024,EXPO,Writing and Correction,1
7/5/2024,GRAINGER,Trash Bags,-3
7/5/2024,APPROVED VENDOR,Key Control & Identification,2
7/5/2024,DAYTON,Power Transmission Belts,13
7/5/2024,MANITOWOC,Appliances,1
7/5/2024,SLOAN,"Toilets, Urinals and Repair Parts",2
7/5/2024,DAYTON,Roof Ventilators,2
7/5/2024,DURACELL PROCELL,Batteries,1
7/5/2024,DEWALT,"Combination Kits, Batteries and Chargers",2
7/5/2024,GRAINGER,Air Filters,0
7/5/2024,GRAINGER,Air Filters,0
7/5/2024,GRAINGER,Air Filters,0
7/8/2024,ADVANCE,Ballasts and Drivers,46
7/8/2024,DEWALT,Drilling and Holemaking,12
7/8/2024,PHILIPS,Lamps,50
7/8/2024,EAZYPOWER,Fastening Tools and Accessories,5
7/8/2024,BELL,Electrical Boxes,30
7/8/2024,HOSPECO,Trash Bags,-13
7/8/2024,VOLLRATH,Food Service Cookware and Preparation,1
7/8/2024,SLOAN,"Toilets, Urinals and Repair Parts",35
7/8/2024,APPROVED VENDOR,Pipe Fittings and Couplings,4
7/8/2024,DAYTON,Power Transmission Belts,2
7/8/2024,IDEAL,Wire Connectors,1
7/9/2024,DAYTON,Chain and Chain Accessories,0
7/9/2024,BERKSHIRE,Rags and Wipes,1
7/10/2024,RACO,Conduit Mounting,150
7/10/2024,RIDGID,Plumbing Tools,1
7/10/2024,DIABLO,Power Saws and Accessories,1
7/10/2024,PHILIPS,Lamps,0
7/10/2024,DEWALT,"Combination Kits, Batteries and Chargers",1
7/11/2024,FLUKE,Electrical Power Testing,1
7/11/2024,GRAINGER,Trash Bags,11
7/11/2024,DAYTON,Power Transmission Belts,6
7/11/2024,RIP-TIE,Wire Management,1
7/11/2024,MILWAUKEE,Tool Storage,3
7/12/2024,DIAMOND CRYSTAL,Water Treatment,28
7/12/2024,HUBBELL WIRING DEVICE-KELLEMS,Conduit Fittings,30
7/12/2024,HALLOWELL,Lockers,1
7/12/2024,ADVANCE,Ballasts and Drivers,40
7/12/2024,MILWAUKEE,Tool Storage,3
7/12/2024,MILWAUKEE,Tool Storage,3
7/15/2024,BUSSMANN,Fuses,12
7/15/2024,WESTWARD,Wrenches,0
7/15/2024,APPROVED VENDOR,"Brushes, Rollers, and Trays",1
7/15/2024,HUBBELL WIRING DEVICE-KELLEMS,Strain Relief,1
7/15/2024,FIRST VOICE,EMT and Rescue Supplies,8
7/15/2024,MILWAUKEE,Power Drills,1
7/15/2024,CONDOR,Gloves and Hand Protection,4
7/15/2024,WERNER,"Ladders, Platforms and Scaffolding",3
7/15/2024,KECKLEY,Check Valves and Backflow Preventers,1
7/15/2024,CANTEX,Conduit,6
7/15/2024,APPROVED VENDOR,Sanding Discs and Kits,8
7/15/2024,FRIGIDAIRE,Appliances,2
7/15/2024,GRAINGER,Air Filters,-2
7/16/2024,ADVANCE,Ballasts and Drivers,-1
7/16/2024,APPROVED VENDOR,Batteries,10
7/16/2024,DAYTON,Power Transmission Belts,12
7/16/2024,GRAINGER,Air Filters,40
7/16/2024,GE LAMPS,Lamps,2
7/17/2024,SOUTHWIRE,Wire and Cable,4
7/17/2024,DEWALT,Fastening Tools and Accessories,1
7/17/2024,COOPER ATKINS,Temperature and Humidity Measuring,1
7/18/2024,CONDOR,Rainwear,4
7/19/2024,SQUARE D,Distribution,1
7/19/2024,TENSABARRIER,Access Barriers and Crowd Control,1
7/22/2024,LEONARD (AQUATROL 4500),Sourcing or SSI,10
7/22/2024,HARPER,Hand Trucks,1
7/22/2024,APPROVED VENDOR,Rags and Wipes,1
7/22/2024,IRWIN,Threading,1
7/22/2024,VIEGA PROPRESS,Tube Fittings,8
7/22/2024,KLEIN TOOLS,Wrenches,1
7/22/2024,GE,"Caulks, Sealants, and Fillers",12
7/22/2024,SQUARE D,Transformers,2
7/22/2024,RACO,Electrical Boxes,-3
7/22/2024,GRAINGER,Air Filters,0
7/22/2024,KLEIN TOOLS,Screwdrivers and Nut Drivers,3
7/23/2024,PYROIL,Automotive Chemicals,1
7/23/2024,SEYMOUR MIDWEST,Rakes and Cultivating Tools,6
7/24/2024,FLUKE,Temperature and Humidity Measuring,1
7/24/2024,GRAINGER,"Brooms, Brushes and Dust Pans",24
7/24/2024,TOUGH GUY,Replacement Parts,100
7/24/2024,PORTER CABLE,Power Drills,1
7/24/2024,GRAINGER,Wire Management,10
7/24/2024,FLUKE,Electrical Power Testing,2
7/24/2024,GE LAMPS,Ballasts and Drivers,3
7/24/2024,PHILIPS,Lamps,25
7/24/2024,TRIPP LITE,Extension Cords and Outlet Strips,5
7/24/2024,BELL & GOSSETT,Circulating Pumps,1
7/24/2024,ARMSTRONG,Ceiling Tiles and Accessories,4
7/24/2024,DAYTON,Cleaning Equipment and Vacuum Cleaners,4
7/24/2024,EAZYPOWER,Fastening Tools and Accessories,2
7/25/2024,PREMIER,"Brushes, Rollers, and Trays",10
7/25/2024,GRAINGER,Trash Bags,11
7/25/2024,AMPCO,Prying Tools,3
7/25/2024,APPROVED VENDOR,Extension Cords and Outlet Strips,2
7/25/2024,QUANTUM STORAGE SYSTEMS,Cabinets,1
7/26/2024,RUBBERMAID COMMERCIAL PRODUCTS,Food Service Storage and Transport,3
7/26/2024,JOHNSON CONTROLS,HVAC Controls and Thermostats,1
7/26/2024,PHILIPS,Lamps,3
7/26/2024,DIAMOND CRYSTAL,Water Treatment,28
7/26/2024,MASTER LOCK,Padlocks,2
7/26/2024,SHARKBITE MAX,Tube Fittings,6
7/29/2024,ELKAY,Filtration,1
7/29/2024,APPROVED VENDOR,Sprayers and Spreaders,3
7/29/2024,GRAINGER,"Wet Mops, Squeegees, and Buckets",34
7/29/2024,APPROVED VENDOR,Pipe Fittings and Couplings,8
7/29/2024,APPROVED VENDOR,Pipe Fittings and Couplings,48
7/29/2024,3M,Tapes,2
7/29/2024,SQUARE D,Distribution,1
7/29/2024,FLUKE,Fuses,7
7/29/2024,SQUARE D,Distribution,1
7/29/2024,DURACELL PROCELL,Batteries,1
7/29/2024,HARVEY,"Toilets, Urinals and Repair Parts",2
7/29/2024,GE LAMPS,Lamps,0
7/30/2024,APPROVED VENDOR,Pipe Fittings and Couplings,25
7/30/2024,QUARTET,Boards and Easels,0
7/30/2024,GE LAMPS,Lamps,34
7/30/2024,GRAINGER,Air Filters,-8
7/30/2024,DAP,"Caulks, Sealants, and Fillers",12
