PO Date,Brand Name,Material Family,Bill Qty
4/4/2025,APPROVED VENDOR,Lamps,10
4/7/2025,YORK,Sourcing or SSI,1
4/7/2025,DEWALT,Cut-Off and Grinding Wheels,25
4/7/2025,FLUIDMASTER,"Toilets, Urinals and Repair Parts",14
4/7/2025,APPROVED VENDOR,Screwdrivers and Nut Drivers,2
4/7/2025,THOMAS & BETTS,Strain Relief,5
4/7/2025,GRAINGER,Trash Bags,-2
4/7/2025,TAPCO,Signs,150
4/7/2025,MEDI-FIRST,First Aid and Wound Care,2
4/7/2025,HUBBELL,Plugs and Receptacles,10
4/7/2025,SAFTCART,Cylinder Carts and Accessories,4
4/7/2025,APPROVED VENDOR,Pipe Fittings and Couplings,3
4/8/2025,TAPECASE,Tapes,36
4/8/2025,APPROVED VENDOR,Pipe Fittings and Couplings,20
4/8/2025,APPROVED VENDOR,Pipe Fittings and Couplings,28
4/8/2025,APPROVED VENDOR,Batteries,20
4/8/2025,APPROVED VENDOR,Task Lights,4
4/8/2025,RACO,Conduit Fittings,30
4/8/2025,APPROVED VENDOR,Anchors,2
4/8/2025,APPROVED VENDOR,Pipe Fittings and Couplings,8
4/9/2025,3M,Tapes,0
4/9/2025,APPROVED VENDOR,Casters and Wheels,1
4/10/2025,GENTEQ,HVAC Motors,3
4/10/2025,NVENT CADDY,Electrical Boxes,1
4/10/2025,CAROL,Wire and Cable,2
4/10/2025,DAYTON,General Purpose AC Motors,2
4/10/2025,APPROVED VENDOR,Rags and Wipes,8
4/10/2025,LEVITON,Bulb and Lamp Recycling,20
4/11/2025,ELKAY,Filtration,0
4/11/2025,CONDOR,Gloves and Hand Protection,12
4/11/2025,CONDOR,Gloves and Hand Protection,24
4/11/2025,MILWAUKEE,Flashlights,2
4/14/2025,EGA,"Ladders, Platforms and Scaffolding",2
4/14/2025,MONOPRICE,Data and Communication,2
4/14/2025,DIABLO,Power Saws and Accessories,1
4/14/2025,GRAINGER,Air Filters,120
4/15/2025,INYO POOLS,Sourcing or SSI,2
4/15/2025,CRESCENT LUFKIN,Measuring and Layout Tools,4
4/16/2025,3M,Respiratory,2
4/16/2025,SLOAN,"Toilets, Urinals and Repair Parts",13
4/17/2025,3M,Respiratory,1
4/17/2025,GRAINGER,Air Filters,82
4/18/2025,TRITAN,Bearings,6
4/18/2025,HUBBELL,Plugs and Receptacles,50
4/18/2025,DAP,"Caulks, Sealants, and Fillers",30
4/21/2025,APPROVED VENDOR,Screws,2
4/21/2025,NU-CALGON,Air Conditioners and Accessories,10
4/21/2025,TOUGH GUY,Insect and Pest Control,5
4/21/2025,FELLOWES,Laminating and Binding Equipment,1
4/21/2025,PHILIPS,Lamps,50
4/21/2025,TRITAN,Bearings,0
4/21/2025,CONDOR,Rainwear,10
4/21/2025,PRESCO PRODUCTS CO,"Crop, Nursery, and Landscaping",8
4/21/2025,SANI-LAV,Pressure and Temperature Control Valves,3
4/21/2025,KLEENGUARD,Eye Protection and Accessories,24
4/21/2025,TENNSCO,Shelving and Storage Racks,8
4/21/2025,DRAW N TIE,Trash Bags,1
4/21/2025,CONDOR,Rainwear,6
4/21/2025,GRAINGER,Air Filters,63
4/21/2025,MILWAUKEE,Measuring and Layout Tools,1
4/22/2025,GRAINGER,Air Filters,36
4/22/2025,TRIPP LITE,Computer Supplies and Media,1
4/22/2025,APPROVED VENDOR,Wire and Cable,1
4/22/2025,APPROVED VENDOR,Conduit Mounting,1
4/23/2025,TORNADO,Sourcing or SSI,2
4/23/2025,GOODWRAPPERS,Stretch Wrap and Stretch Wrap Equipment,2
4/23/2025,TAYLOR,Scales and Scale Accessories,1
4/23/2025,MASTER LOCK,Padlocks,4
4/24/2025,QUARTET,Boards and Easels,0
4/24/2025,MOBIL,Cutting Fluids and Coolant Systems - Cutting Oils and Additives,1
4/24/2025,GRAINGER,Air Filters,180
4/24/2025,HYDRION,Lab Consumables,1
4/25/2025,ALLEGRO,Emergency and Exam Room Supplies,1
4/25/2025,DAYTON,Power Transmission Belts,12
4/25/2025,CANTEX,Conduit Fittings,12
4/25/2025,ABILITY ONE,Dusters and Cleaning Pads,2
4/25/2025,ADVANCE,Ballasts and Drivers,46
4/28/2025,RAE,Identification Products,1
4/28/2025,GRAINGER,"Brooms, Brushes and Dust Pans",24
4/28/2025,CAROL,Wire and Cable,1
4/28/2025,HONEYWELL,Gas Detection,1
4/28/2025,CONDOR,Workwear,16
4/28/2025,ZINSSER,Spray Paints and Primers,3
4/28/2025,GF PIPING SYSTEMS,Pipe and Tubing,6
4/28/2025,RIDGID,Plumbing Power Tools,1
4/28/2025,BUCHANAN,Wire Connectors,15
4/28/2025,KLEIN TOOLS,Fastening Tools and Accessories,1
4/28/2025,ITW BUILDEX,Anchors,2
4/29/2025,APPROVED VENDOR,Washers,2
4/29/2025,APPROVED VENDOR,Pipe Fittings and Couplings,30
4/29/2025,APPROVED VENDOR,Batteries,20
4/29/2025,MOBIL,Greases,26
4/30/2025,APPROVED VENDOR,Pipe Fittings and Couplings,29
5/1/2025,DAYTON,Power Transmission Belts,9
5/1/2025,DAYTON,Chain and Chain Accessories,1
5/1/2025,APPROVED VENDOR,Pool and Spa Equipment,4
5/1/2025,DEWALT,Finishing Tools,1
5/2/2025,GRAINGER,Air Filters,10
5/2/2025,UNIVERSAL ONE,Office Paper and Notebooks,1
5/5/2025,GRAINGER,Air Filters,12
5/5/2025,VIEGA PROPRESS,Tube Fittings,2
5/5/2025,CRC,Automotive Chemicals,2
5/5/2025,ANTI-SEIZE TECHNOLOGY,Threadlockers and Gasket Sealants,5
5/5/2025,DEWALT,"Combination Kits, Batteries and Chargers",2
5/5/2025,SAINT-GOBAIN ADFORS,Window Hardware,1
5/5/2025,WERNER,"Ladders, Platforms and Scaffolding",1
5/5/2025,DAYTON,Power Transmission Belts,14
5/5/2025,CONTINENTAL,Power Transmission Belts,5
5/5/2025,RUST-OLEUM,Spray Paints and Primers,13
5/5/2025,STONCO,Outdoor Area Fixtures,0
5/5/2025,YORK,HVAC Controls and Thermostats,1
5/6/2025,HEALTHSMART,Medical Diagnostics and Monitoring Equipment,4
5/6/2025,VICTORINOX SWISS ARMY,Pliers,2
5/6/2025,GE LAMPS,Lamps,2
5/7/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,1
5/7/2025,GRAINGER,Trash Bags,-2
5/7/2025,EATON,Starters and Contactors,2
5/7/2025,PHILIPS,Lamps,97
5/8/2025,MONOPRICE,Data and Communication,20
5/8/2025,WERNER,"Ladders, Platforms and Scaffolding",2
5/8/2025,APPROVED VENDOR,Intercoms and Speakers,2
5/8/2025,DAYTON,General Purpose AC Motors,5
5/9/2025,GRAINGER,Air Filters,120
5/12/2025,JUSTRITE,Safety Storage,1
5/12/2025,SHOWA,Gloves and Hand Protection,2
5/12/2025,SIEMENS,HVAC Controls and Thermostats,2
5/12/2025,GRAINGER,Receptacles and Containers,0
5/12/2025,SPEEDAIRE,Pneumatic Hose Fittings and Couplings,2
5/12/2025,DAYTON,Power Transmission Belts,8
5/12/2025,B/A PRODUCTS CO.,Automotive Towing,2
5/12/2025,RUBBERMAID COMMERCIAL PRODUCTS,Shelf and Utility Carts,2
5/12/2025,AQUAPHOENIX SCIENTIFIC,"Water Quality Meters, Testers, and Test Kits",2
5/12/2025,KLEIN TOOLS,Electrical Tools,1
5/12/2025,TOLCO,Door Hardware,3
5/12/2025,GRAINGER,Air Filters,-12
5/12/2025,SCHNEIDER,Starters and Contactors,1
5/13/2025,KLEIN TOOLS,Pliers,1
5/13/2025,GENTEQ,HVAC Motors,3
5/13/2025,APPROVED VENDOR,Extension Cords and Outlet Strips,10
5/13/2025,SQUARE D,Distribution,1
5/13/2025,KRYLON INDUSTRIAL,Spray Paints and Primers,3
5/14/2025,APPROVED VENDOR,Screws,0
5/14/2025,FLUIDMASTER,"Toilets, Urinals and Repair Parts",14
5/14/2025,MAGLINER,Hand Trucks,1
5/15/2025,SLOAN,"Toilets, Urinals and Repair Parts",5
5/15/2025,APPROVED VENDOR,O-Rings and O-Ring Kits,30
5/16/2025,SHOWA,Gloves and Hand Protection,3
5/16/2025,DURACELL PROCELL,Batteries,9
5/16/2025,POWER SENTRY,Emergency Lighting and Exit Signs,-2
5/19/2025,APPROVED VENDOR,Access Barriers and Crowd Control,5
5/19/2025,SLOAN,"Toilets, Urinals and Repair Parts",7
5/19/2025,GE LAMPS,Lamps,0
5/19/2025,FREUD,Milling,1
5/19/2025,LENOX,Power Saws and Accessories,2
5/19/2025,HYDE,Drywall and Plastering Tools,9
5/20/2025,ABILITY ONE,Dusters and Cleaning Pads,1
5/20/2025,SPRAYON,Cleaning Chemicals,1
5/21/2025,HERCULES,Greases,3
5/22/2025,3M,Respiratory,1
5/22/2025,CONDOR,Chemical and Particulate Protective Clothing,1
5/27/2025,SATCO,Sourcing or SSI,10
5/27/2025,EBARA PUMPS,Sourcing or SSI,1
5/27/2025,WESTWARD,Ergonomics,3
5/27/2025,WESTWARD,Wire and Cable,3
5/27/2025,DAYTON,Power Transmission Belts,8
5/27/2025,LOUISVILLE LADDER,"Ladders, Platforms and Scaffolding",1
5/27/2025,APPROVED VENDOR,Screws,5
5/27/2025,DAYTON,Power Transmission Belts,4
5/27/2025,KABA ILCO,Door Hardware,16
5/27/2025,DAYTON,Power Transmission Belts,9
5/27/2025,SLOAN,"Toilets, Urinals and Repair Parts",30
5/27/2025,DURACELL PROCELL,Batteries,3
5/27/2025,SLOAN,"Toilets, Urinals and Repair Parts",13
5/27/2025,CHICAGO FAUCETS,"Faucets, Hose Bibs and Hydrants",6
5/27/2025,APPROVED VENDOR,Drilling and Holemaking,20
5/27/2025,BLACK FLAG,Insect and Pest Control,6
5/28/2025,C.H. HANSON,Identification Products,1
5/28/2025,GRAINGER,Tapes,4
5/29/2025,CONDOR,Rainwear,2
5/29/2025,CARICA,Inspection and Retrieving Tools,1
5/30/2025,PARKER,Pipe Fittings and Couplings,2
5/30/2025,MONOPRICE,Data and Communication,3
5/30/2025,ARMSTRONG,Ceiling Tiles and Accessories,7
5/30/2025,ITW BUILDEX,Anchors,7
5/30/2025,APPROVED VENDOR,Lab Consumables,1
6/2/2025,AMS,"Liquid, Soil and Solid Samplers",5
6/2/2025,APPROVED VENDOR,Access Barriers and Crowd Control,30
6/2/2025,BATES,Footwear,1
6/2/2025,DAYTON,Power Transmission Belts,9
6/2/2025,SPECTRACIDE,Insect and Pest Control,12
6/2/2025,GORILLA,Tapes,4
6/2/2025,SHARKBITE MAX,Tube Fittings,24
6/2/2025,APPROVED VENDOR,Appliances,1
6/2/2025,GRAINGER,Odor Control,10
6/3/2025,RACO,Conduit Fittings,10
6/3/2025,APPROVED VENDOR,Extension Cords and Outlet Strips,3
6/4/2025,APPROVED VENDOR,First Aid and Wound Care,1
6/5/2025,RACO,Conduit Fittings,2
6/5/2025,DAYTON,Power Transmission Belts,12
6/6/2025,METRO,Shelving and Storage Racks,8
6/6/2025,GRAINGER,Trash Bags,-2
6/6/2025,GF PIPING SYSTEMS,Pipe and Tubing,1
6/6/2025,STONCO,Outdoor Area Fixtures,1
6/9/2025,HOLOPHANE,Sourcing or SSI,1
6/9/2025,APPROVED VENDOR,Casters and Wheels,4
6/9/2025,APPROVED VENDOR,Wire Rope and Fittings,1
6/9/2025,SQUARE D,Distribution,4
6/9/2025,ANSELL,Gloves and Hand Protection,10
6/9/2025,IDEAL,Wire Connectors,3
6/9/2025,DAYTON,Power Transmission Belts,10
6/9/2025,DURACELL PROCELL,Batteries,0
6/10/2025,WD-40,Lubricants and Penetrants,-1
6/10/2025,FLUKE,Fuses,8
6/10/2025,BRYANT,Switches,12
6/10/2025,HEATHROW SCIENTIFIC,Lab Storage and Transport,1
6/10/2025,SQUARE D,Distribution,2
6/10/2025,MILWAUKEE,Fastening Tools and Accessories,1
6/11/2025,RUBBERMAID COMMERCIAL PRODUCTS,Shelf and Utility Carts,1
6/11/2025,UNI-BALL,Writing and Correction,1
6/11/2025,APPROVED VENDOR,"Knives, Hand Saws and Cutting Tools",1
6/12/2025,APPROVED VENDOR,Pipe Fittings and Couplings,25
6/12/2025,DAYTON,Power Transmission Belts,5
6/12/2025,HUBBELL,Plugs and Receptacles,1
6/12/2025,3M,Tapes,3
6/13/2025,NU-CALGON,Appliances,2
6/13/2025,MORSE,Power Saws and Accessories,1
6/13/2025,B/A PRODUCTS CO.,Chain and Chain Accessories,2
6/16/2025,GRAINGER,"Brooms, Brushes and Dust Pans",3
6/16/2025,DEWALT,Drilling and Holemaking,12
6/16/2025,DAYTON,Power Transmission Belts,12
6/16/2025,GRAINGER,Receptacles and Containers,0
6/16/2025,DAYTON,Cooling Fans and Air Circulators,4
6/16/2025,SHARPIE,Writing and Correction,1
6/16/2025,GRAINGER,Air Filters,36
6/16/2025,GE LAMPS,Lamps,9
6/16/2025,FUNNEL KING,Automotive Maintenance Tools,5
6/16/2025,CONDOR,Hearing Protection,1
6/16/2025,DAYTON,Roof Ventilators,2
6/16/2025,3M,Fire Protection,3
6/17/2025,GRAINGER,"Brooms, Brushes and Dust Pans",12
6/17/2025,GE LAMPS,Lamps,-3
6/17/2025,ZURN,Bathtubs and Showers,12
6/17/2025,MILWAUKEE,Flashlights,2
6/17/2025,KIND,Food Service Snack Foods and Condiments,4
6/18/2025,KLEIN TOOLS,"Knives, Hand Saws and Cutting Tools",2
6/18/2025,DAYTON,Central Equipment,1
6/18/2025,GRAINGER,Wire Management,1
6/18/2025,WESTWARD,Garden Hose Fittings and Couplings,5
6/20/2025,APPROVED VENDOR,Bolts,1
6/20/2025,EMERSON,HVAC Controls and Thermostats,8
6/20/2025,SQUARE D,Distribution,1
6/20/2025,GE LAMPS,Lamps,80
6/20/2025,3M,Respiratory,3
6/23/2025,HOLOPHANE,Sourcing or SSI,2
6/23/2025,APPROVED VENDOR,Hardware Supplies,4
6/23/2025,ALLIANCE HOSE & RUBBER,Centrifugal Pumps,1
6/23/2025,APPROVED VENDOR,Pipe Fittings and Couplings,25
6/23/2025,APPROVED VENDOR,Garden Hoses and Sprinkler Systems,2
6/23/2025,MCR SAFETY,Face Protection,6
6/23/2025,AUTOTEX,Automotive Exterior,1
6/23/2025,APPROVED VENDOR,Platform Trucks and Accessories,2
6/23/2025,GE LAMPS,Lamps,-2
6/23/2025,SLOAN,"Toilets, Urinals and Repair Parts",22
6/23/2025,TOPS,Office Paper and Notebooks,1
6/23/2025,KABA ILCO,Door Hardware,15
6/23/2025,KOHLER,"Toilets, Urinals and Repair Parts",2
6/23/2025,HOWARD LEIGHT BY PIP,Hearing Protection,1
6/23/2025,GRAINGER,Trash Bags,2
6/23/2025,GF PIPING SYSTEMS,Pipe and Tubing,1
6/23/2025,CONDOR,Gloves and Hand Protection,12
6/23/2025,NORTON,Cut-Off and Grinding Wheels,1
6/24/2025,WESTWARD,"Knives, Hand Saws and Cutting Tools",3
6/24/2025,BURNDY,Conduit Fittings,1
6/24/2025,DAYTON,Power Transmission Belts,5
6/24/2025,DAYTON,Power Transmission Belts,9
6/24/2025,GRAINGER,Trash Bags,2
6/25/2025,MILWAUKEE,Tool Storage,2
6/26/2025,RIDGID,Drain Cleaning Equipment,1
6/26/2025,SNAP-LOC,"Panel, Bar and Pipe, and Bucket Trucks",12
6/26/2025,YORK,Exhaust Fans,2
6/26/2025,TORK,Switches,5
6/26/2025,DAYTON,Power Transmission Belts,4
6/27/2025,APPROVED VENDOR,Screws,1
6/27/2025,SIEMENS,Distribution,5
6/27/2025,WESTWARD,Power Saws and Accessories,3
6/27/2025,DUNLOP,Footwear,2
6/27/2025,ONSRUD,Milling,2
6/27/2025,DAYTON,Power Transmission Belts,1
6/27/2025,LEVITON,Lighting Controls and Control Systems,4
6/30/2025,NEOPERL,"Faucets, Hose Bibs and Hydrants",2
6/30/2025,INTEGRA,Writing and Correction,2
6/30/2025,MCR SAFETY,Gloves and Hand Protection,24
6/30/2025,AMERICAN LOUVER,"Ductwork, Venting, Fittings and Caps",25
6/30/2025,DAP,"Caulks, Sealants, and Fillers",11
6/30/2025,DURACELL PROCELL,Batteries,1
6/30/2025,ARMSTRONG,Ceiling Tiles and Accessories,2
6/30/2025,CREALITY,Machinery - 3D Printing,1
7/1/2025,APPROVED VENDOR,Pipe Fittings and Couplings,8
7/1/2025,APPROVED VENDOR,Pipe Fittings and Couplings,25
7/1/2025,MILWAUKEE,"Knives, Hand Saws and Cutting Tools",1
7/1/2025,RACO,Electrical Boxes,-3
7/1/2025,LIGHT EFFICIENT DESIGN,Lamps,4
7/2/2025,SQUARE D,Distribution,1
7/2/2025,AIRWAVE,Respiratory,1
7/2/2025,CONDOR,Rainwear,5
7/2/2025,DAYTON,Power Transmission Belts,2
7/3/2025,ZURN,"Toilets, Urinals and Repair Parts",20
7/3/2025,RUBBERMAID COMMERCIAL PRODUCTS,Shelf and Utility Carts,1
7/3/2025,IN-SINK-ERATOR,Garbage Disposals and Accessories,5
7/3/2025,DAYTON,Power Transmission Belts,6
7/3/2025,CONDOR,Rainwear,4
7/7/2025,BANJO,Hose Fittings and Couplings,1
7/7/2025,APPROVED VENDOR,Pipe Fittings and Couplings,24
7/7/2025,MONOPRICE,Data and Communication,2
7/7/2025,HYDE,Dispensing Guns,5
7/7/2025,SHUR-LINE,"Brushes, Rollers, and Trays",6
7/7/2025,MILWAUKEE,Wrenches,2
7/7/2025,DAYTON,HVAC Controls and Thermostats,1
7/7/2025,KRYLON,Spray Paints and Primers,6
7/7/2025,GRAINGER,Air Filters,32
7/7/2025,SPRAYON,Cleaning Chemicals,2
7/7/2025,IDEAL,Wire Connectors,2
7/8/2025,OHIO MEDICAL,Sourcing or SSI,6
7/8/2025,DIVERSITECH,A/C Refrigeration and Accessories,1
7/8/2025,GERBER,"Knives, Hand Saws and Cutting Tools",1
7/8/2025,CANTEX,Conduit,3
7/8/2025,IDEAL,Wire Connectors,2
7/9/2025,SHURTAPE,Tapes,4
7/9/2025,DAYTON,Power Transmission Belts,12
7/9/2025,APPROVED VENDOR,Pipe Fittings and Couplings,4
7/10/2025,HOLOPHANE,Sourcing or SSI,1
7/10/2025,PRESCO PRODUCTS CO,"Crop, Nursery, and Landscaping",8
7/10/2025,GE LAMPS,Indoor LED Light Fixtures,26
7/11/2025,APPROVED VENDOR,Batteries,2
7/11/2025,MOLDEX,Respiratory,1
7/11/2025,MOLDEX,Respiratory,1
7/11/2025,GRAINGER,Air Filters,36
7/11/2025,NIBCO,Tube Fittings,5
7/11/2025,EATON,Distribution,25
7/14/2025,3M,Tapes,1
7/14/2025,SQUARE D,Distribution,6
7/14/2025,APPROVED VENDOR,Pipe Fittings and Couplings,17
7/14/2025,THOMAS & BETTS,Strain Relief,6
7/14/2025,PARKER,Tube Fittings,1
7/14/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,1
7/14/2025,STENNER,Chemical Pumps,1
7/14/2025,MILWAUKEE,Measuring and Layout Tools,1
7/14/2025,APPROVED VENDOR,Batteries,10
7/14/2025,SCHNEIDER,Starters and Contactors,1
7/14/2025,ADVANTECH,Particle Sizing,1
7/15/2025,WESTWARD,Ergonomics,2
7/15/2025,GRAINGER,"Brooms, Brushes and Dust Pans",0
7/15/2025,FLEXKRETE,Adhesives and Glues,1
7/16/2025,FERNCO,Pipe Fittings and Couplings,6
7/16/2025,DURACELL PROCELL,Batteries,2
7/17/2025,CHICAGO FAUCETS,"Faucets, Hose Bibs and Hydrants",4
7/17/2025,FRIGIDAIRE,Appliances,1
7/17/2025,SOLO,Computer Supplies and Media,1
7/18/2025,CELLTREAT,Labware,1
7/18/2025,CANTEX,Conduit Fittings,22
7/21/2025,TORNADO,Sourcing or SSI,3
7/21/2025,ANTI-SEIZE TECHNOLOGY,Threadlockers and Gasket Sealants,5
7/21/2025,QUARTET,Boards and Easels,1
7/21/2025,DAYTON,Power Transmission Belts,3
7/21/2025,FRIGIDAIRE,Appliances,1
7/21/2025,SIEMENS,HVAC Controls and Thermostats,-4
7/21/2025,SHURTAPE,Tapes,11
7/21/2025,CHICAGO FAUCETS,"Faucets, Hose Bibs and Hydrants",8
7/21/2025,APPROVED VENDOR,Batteries,2
7/21/2025,GRAINGER,Air Filters,82
7/21/2025,ZURN,Bathtubs and Showers,12
7/21/2025,APPROVED VENDOR,Pipe and Tubing,1
7/22/2025,DIVERSEY,Cleaning Chemicals,2
7/22/2025,APPROVED VENDOR,Wire and Cable,1
7/22/2025,RUBBERMAID COMMERCIAL PRODUCTS,Food Service Storage and Transport,3
7/22/2025,3M,Tapes,5
7/22/2025,RACO,Conduit Fittings,50
7/22/2025,APPROVED VENDOR,Foam,4
7/22/2025,GRAINGER,Air Filters,82
7/23/2025,DAYTON,Chain and Chain Accessories,0
7/23/2025,APPROVED VENDOR,Washers,1
7/23/2025,DAYTON,Power Transmission Belts,4
7/23/2025,DAYTON,Power Transmission Belts,3
7/24/2025,MONOPRICE,Data and Communication,200
7/24/2025,PURDY,"Brushes, Rollers, and Trays",3
7/24/2025,SLOAN,"Toilets, Urinals and Repair Parts",6
7/24/2025,THE BETTER BUNGEE,Cargo Control,4
7/24/2025,PURDY,"Brushes, Rollers, and Trays",2
7/25/2025,NOBLELIFT STACKERS,Sourcing or SSI,1
7/25/2025,SLOAN,"Toilets, Urinals and Repair Parts",21
7/28/2025,HOLOPHANE,Sourcing or SSI,1
7/28/2025,VIEGA PROPRESS,Tube Fittings,28
7/28/2025,APPROVED VENDOR,Pipe Fittings and Couplings,27
7/28/2025,APPROVED VENDOR,Binders and Clipboards,40
7/28/2025,APPROVED VENDOR,Soil Treatment and Weed Control,4
7/28/2025,APPROVED VENDOR,Casters and Wheels,2
7/28/2025,APPROVED VENDOR,Office Furniture,0
7/28/2025,AMS,"Liquid, Soil and Solid Samplers",125
7/28/2025,STANLEY,Measuring and Layout Tools,1
7/29/2025,WHITE-RODGERS,HVAC Controls and Thermostats,2
7/29/2025,TRITAN,Bearings,6
7/29/2025,HUBBELL,Plugs and Receptacles,11
7/29/2025,TOLCO,Door Hardware,4
7/30/2025,BOSCH,Power Drills,1
7/30/2025,MOLDEX,Respiratory,2
7/31/2025,ECHO,Lubricants and Penetrants,18
8/1/2025,APPROVED VENDOR,Office Furniture,1
8/1/2025,DAYTON,Power Transmission Belts,8
8/1/2025,KLEENGUARD,Respiratory,2
8/1/2025,APPROVED VENDOR,Casters and Wheels,1
8/4/2025,WESTWARD,Grease Guns,1
8/4/2025,GE LAMPS,Lamps,20
8/4/2025,WESTWARD,Pliers,1
8/4/2025,MILWAUKEE,Drilling and Holemaking,1
8/4/2025,CULLIGAN,Filtration,1
8/4/2025,CRC,Automotive Chemicals,3
8/4/2025,DUNLOP,Footwear,1
8/4/2025,APPROVED VENDOR,Batteries,2
8/4/2025,CONDOR,Gloves and Hand Protection,12
8/4/2025,KLEENGUARD,Eye Protection and Accessories,5
8/4/2025,WHIRLPOOL,Appliances,5
8/4/2025,CENTOCO,"Toilets, Urinals and Repair Parts",3
8/4/2025,LITHONIA LIGHTING,Indoor Fixtures,12
8/4/2025,LEVITON,Bulb and Lamp Recycling,20
8/4/2025,APPROVED VENDOR,"Brushes, Rollers, and Trays",7
8/4/2025,AMERICAN FORGE & FOUNDRY,Automotive Maintenance Tools,1
8/4/2025,ADVANTECH,Particle Sizing,1
8/5/2025,GENIE,Lab Equipment,1
8/5/2025,APPROVED VENDOR,Pipe Fittings and Couplings,25
8/5/2025,KLEIN TOOLS,Screwdrivers and Nut Drivers,0
8/5/2025,INTERMATIC,Switches,1
8/5/2025,APPROVED VENDOR,Conduit Mounting,2
8/6/2025,ALDEN,Machine and Tool Maintenance - Extractor Tools,3
8/6/2025,DAYTON,Power Transmission Belts,18
8/7/2025,WESTWARD,Deburring Tools - Carbide Burs and Sets,1
8/7/2025,LITTLE GIANT,Condensate Pumps,2
8/7/2025,CONDOR,Spill Control Supplies,2
8/7/2025,JJ KELLER,Identification Products,1
8/8/2025,HOMAX,Spray Paints and Primers,7
8/8/2025,OMRON,Enclosures,6
8/8/2025,ANEST IWATA,Paint Sprayers and Accessories,1
8/8/2025,DAYTON,Power Transmission Belts,10
8/8/2025,LEDVANCE/ SYLVANIA,Lamps,20
8/8/2025,BUSSMANN,Fuses,8
8/8/2025,DAYTON,Power Transmission Belts,2
8/8/2025,APPROVED VENDOR,Pipe Fittings and Couplings,1
8/11/2025,APPROVED VENDOR,Restroom Equipment,17
8/11/2025,INTERMATIC,Switches,5
8/11/2025,APPROVED VENDOR,Pipe Fittings and Couplings,24
8/11/2025,U.S. MOTORS,General Purpose AC Motors,1
8/11/2025,SQUARE D,Distribution,1
8/11/2025,RACO,Conduit Fittings,5
8/11/2025,WERNER,"Ladders, Platforms and Scaffolding",3
8/11/2025,DAYTON,Power Transmission Belts,10
8/11/2025,HOWARD LEIGHT BY PIP,Hearing Protection,2
8/11/2025,APPROVED VENDOR,"Brushes, Rollers, and Trays",8
8/11/2025,APPROVED VENDOR,Pipe Fittings and Couplings,1
8/12/2025,DAYTON,Power Transmission Belts,3
8/13/2025,GRAINGER,Air Filters,36
8/13/2025,QUARTET,Boards and Easels,1
8/13/2025,GRAINGER,Janitorial Carts and Supply Holders,5
8/13/2025,SOUTHWIRE,Wire and Cable,3
8/14/2025,APPROVED VENDOR,Extension Cords and Outlet Strips,2
8/14/2025,RUBBERMAID COMMERCIAL PRODUCTS,Signs,12
8/15/2025,MILWAUKEE,"Combination Kits, Batteries and Chargers",1
8/15/2025,WILKINS,Check Valves and Backflow Preventers,1
8/18/2025,GERBER,Pliers,1
8/18/2025,WESTWARD,Hand Tool Kits,1
8/18/2025,EKLIND,Screwdrivers and Nut Drivers,1
8/18/2025,WESTWARD,"Sockets, Bits, and Socket Drive Tools",1
8/19/2025,TYGON,Pipe and Tubing,1
8/19/2025,MCR SAFETY,Gloves and Hand Protection,5
8/19/2025,MOBIL,Cutting Fluids and Coolant Systems - Cutting Oils and Additives,1
8/19/2025,NEOPERL,"Faucets, Hose Bibs and Hydrants",25
8/19/2025,ADVANCE,Ballasts and Drivers,46
8/20/2025,APPROVED VENDOR,Batteries,15
8/21/2025,CONDOR,Workwear,4
8/21/2025,TINGLEY,Footwear,3
8/22/2025,RIDGID,Plumbing Tools,2
8/22/2025,BOB,Float Valves and Accessories,2
8/22/2025,SPRAYON,Cleaning Chemicals,2
8/25/2025,SIGLERS,Sourcing or SSI,1
8/25/2025,TOMCAT,Insect and Pest Control,25
8/25/2025,DEWALT,Drilling and Holemaking,2
8/25/2025,APPROVED VENDOR,Drums and Drum Handling Equipment,4
8/25/2025,GRAINGER,Wire Management,1
8/25/2025,SQUARE D,Distribution,1
8/25/2025,WERNER,"Ladders, Platforms and Scaffolding",2
8/25/2025,WINTERS,Pressure and Vacuum Measuring,3
8/25/2025,KLEIN TOOLS,Pliers,2
8/26/2025,BURNDY,Wire Connectors,6
8/26/2025,HUBBELL,Plugs and Receptacles,1
8/26/2025,MOEN,"Faucets, Hose Bibs and Hydrants",5
8/27/2025,LEONARD (AQUATROL 4500),Sourcing or SSI,10
8/27/2025,SWINGLINE,"Staplers, Tape Dispensers, and Hole Punches",2
8/27/2025,BATES,Footwear,2
8/27/2025,SLOAN,"Toilets, Urinals and Repair Parts",35
8/28/2025,DAYTON,Switches,10
8/29/2025,APPROVED VENDOR,Pipe Fittings and Couplings,47
8/29/2025,GRAINGER,Air Filters,56
8/29/2025,KOHLER,"Toilets, Urinals and Repair Parts",2
9/2/2025,DEWALT,Cut-Off and Grinding Wheels,25
9/2/2025,APPROVED VENDOR,Restroom Equipment,18
9/2/2025,MCR SAFETY,Gloves and Hand Protection,12
9/2/2025,DEWALT,Fastening Tools and Accessories,1
9/2/2025,APPROVED VENDOR,Tube Fittings,4
9/2/2025,3M,Tapes,6
